,Tax Revenue,Inheritance Tax Revenue,Vision,N_Agents,Size,tax brackets,tax percentages,inheritance taxbrackets,inheritance tax percentages,Starting Wealth
188,0.0,0.0,3,30,50,"[0, 0]","[0, 0]","[0, 10, 30, 50, 100]","[0, 0.1, 0.2, 0.35, 0.6]",2
189,0.0,0.0,3,30,50,"[0, 0]","[0, 0]","[0, 10, 30, 50, 100]","[0, 0.1, 0.2, 0.35, 0.6]",2
190,0.0,0.0,3,30,50,"[0, 0]","[0, 0]","[0, 10, 30, 50, 100]","[0, 0.1, 0.2, 0.35, 0.6]",2
191,0.0,0.0,3,30,50,"[0, 0]","[0, 0]","[0, 10, 30, 50, 100]","[0, 0.1, 0.2, 0.35, 0.6]",2
192,0.0,0.0,3,30,50,"[0, 0]","[0, 0]","[0, 10, 30, 50, 100]","[0, 0.1, 0.2, 0.35, 0.6]",2
193,0.0,0.0,3,30,50,"[0, 0]","[0, 0]","[0, 10, 30, 50, 100]","[0, 0.1, 0.2, 0.35, 0.6]",2
194,0.0,0.0,3,30,50,"[0, 0]","[0, 0]","[0, 10, 30, 50, 100]","[0, 0.1, 0.2, 0.35, 0.6]",2
195,0.0,0.0,3,30,50,"[0, 0]","[0, 0]","[0, 10, 30, 50, 100]","[0, 0.1, 0.2, 0.35, 0.6]",2
196,0.0,0.0,3,30,50,"[0, 0]","[0, 0]","[0, 10, 30, 50, 100]","[0, 0.1, 0.2, 0.35, 0.6]",2
197,0.0,0.0,3,30,50,"[0, 0]","[0, 0]","[0, 10, 30, 50, 100]","[0, 0.1, 0.2, 0.35, 0.6]",2
198,0.0,0.0,3,30,50,"[0, 0]","[0, 0]","[0, 10, 30, 50, 100]","[0, 0.1, 0.2, 0.35, 0.6]",2
199,0.0,0.0,3,30,50,"[0, 0]","[0, 0]","[0, 10, 30, 50, 100]","[0, 0.1, 0.2, 0.35, 0.6]",2
200,0.0,0.0,3,30,50,"[0, 0]","[0, 0]","[0, 10, 30, 50, 100]","[0, 0.1, 0.2, 0.35, 0.6]",2
